subj,z,kappa,beta_param,anx_threat_slope,conf_threat_slope
41,0.6640297651870668,4.224906659897206,0.6744109793274622,1.8750000186264515,-0.41666668374091337
42,0.2614228177706483,1.6425387778203364,0.3334909979116632,2.7083334404354322,0.0
43,0.7279114281685519,4.645490669919152,0.845287916734308,0.6250000333723954,0.8333333441987631
44,0.6254638198475659,1.799963940659687,0.8565170377379075,2.2174559568861213e-15,1.4583333659296238
45,0.3897526989372054,2.6988686125494104,1.3049064352603197,2.916666759022824,-2.500000075281909
46,0.3479896787700556,0.963880979761257,5.513972356748363,4.5833334939864825,4.583333517269547
47,0.1938635674030095,2.0717105970054126,0.3082040981966006,-1.552204188360527e-08,-0.625000013969838
48,0.4799093467144147,1.4843299337214615,2.4536447233956222,-5.83333352580667,-6.666666912691054
49,0.41029160857904,1.0269456796507397,2.034294120234209,1.2500000318201892,-1.2500000551032524
50,0.4996989321353947,1.9863960418994968,0.9804776452267816,1.6666667388441696,-3.3333334233611835
51,0.3574033433959903,0.5342499208033692,0.7091530352850375,3.1250000970127716,-2.7083334326744093
52,0.5435040948656156,4.046870260881814,0.3940757537344546,-0.2083333573924996,-1.5522042903418735e-08
53,0.314616009033204,2.0384839725648853,4.308609303431857,4.16666681800659,-3.7500001342656732
54,0.2785644103502367,1.4242621138153733,0.9148276526667312,-3.125000108654303,-3.958333472255621
55,0.2358830468424642,4.674588539314689,1.8099851880085385,-1.4583333892126886,-1.4583333853321772
56,0.2983790509236732,1.3944535133370075,1.7737748902258936,3.3333334350027175,-2.0833333604969058
57,0.3222813743840254,2.944144396559402,0.3614165265561437,0.6250000023283058,-3.5416667846341947
58,0.2615364781683405,2.269427210290831,0.8573315367331263,6.458333563059576,-6.458333566940083
59,0.3816388360490129,2.2553131237537065,0.6104768525567569,0.8333333403182541,-0.20833336515352077
60,0.1589473997713798,1.1383270093005566,1.0326703178708732,3.5416667574706184,-2.5000000519988435
61,0.2792725734447741,2.94493772466966,0.7853257709492011,6.458333532015486,-6.458333528134976
62,0.2633481113257353,0.4730379859471448,0.4958015180671256,0.20833333022892342,0.20833332246790232
63,0.3456386726163603,0.6787577623645026,1.8028243690543384,1.6666667621272346,-6.458333539776509
64,0.2711215419041038,4.5052466903029345,1.327780454568496,5.625000222741323,-2.916666790066911
65,0.3286675120365058,3.572654643662214,0.875826680830726,2.9166667435007816,-3.54166676523164
66,0.187531579513457,0.7498531006130869,0.3440523005864219,2.2916666907258327,1.0416666938302435
67,0.3488336738622974,0.9988949772929704,0.3147951349058583,2.9166667978279337,-3.5416667962757282
68,0.3409761186263625,1.2296230442705087,0.4459295630962028,2.708333382227769,-1.6666667078000799
69,0.2288122997987329,0.8816191506612737,0.9825475668738342,3.9583334528530663,-3.958333456733577
70,0.3214770480784653,4.440951594899177,1.3468343827507214,0.4166666837409156,0.6250000333723943
71,0.2434822909429485,2.310255089938566,0.6280844761204991,0.6250000256113746,-1.4583333310050237
72,0.8464074665386077,4.570304541536744,2.479465252937488,0.4166666488163168,-0.8333333597208067
73,0.3519444662024876,1.683281649061219,2.35985696530452,3.1250001125348152,-1.6666667310831476
74,1.1917019200019765,4.032134938390059,1.1017576174580377,-2.0833333993020156,-2.9166667551423124
75,0.3577136295575743,1.8289412495840716,1.2832126010641398,2.9166667823058905,-3.1250001086543038
76,0.1649314251927182,2.667820015555858,0.4762924569261638,0.41666666433836025,0.20833333022892536
77,0.4343548836378,4.720039808415873,1.9654543863391627,1.0416666783081987,-2.5000000519988417
78,0.2883279773786423,0.6850380845013949,3.2508793748141844,0.20833333022892583,-0.8333333674818286
79,0.1733130524814921,0.8380188534265242,0.4538480342446914,0.2083333418704605,2.0833334225850826
80,0.3246417049166911,2.962304775440026,2.2351891465648404,3.7500001342656746,-1.6666667000390578
