subj,trial,T_round,distance,cookie,is_attack,type,epoch,norm_rate,n_presses,median_ipi,press_sd,press_cv,frac_full,relative_vigor,pause_freq
246,23,0.9,1,1,1,6,reactive,1.0677835805396896,11,0.1170654296875,0.490722044675756,0.4450978290658949,0.8,1.186426200599655,0.0
246,23,0.9,1,1,1,6,terminal,,0,,,,,,
246,24,0.5,1,0,0,1,full,0.8352370972839014,33,0.149658203125,0.34992338786132604,0.3733469424631902,1.0,2.0880927432097534,0.0
246,24,0.5,1,0,0,1,onset,,1,,,,,,
246,24,0.5,1,0,0,1,anticipatory,,1,,,,,,
246,24,0.5,1,0,0,1,reactive,1.062240663900415,14,0.11767578125,0.4925450071215238,0.4744412633267501,1.0,2.6556016597510372,0.0
246,25,0.1,1,0,0,5,full,0.8141391351060971,53,0.153564453125,0.33519428178393607,0.37614169057094504,0.9807692307692307,2.0353478377652428,0.0
246,25,0.1,1,0,0,5,onset,1.047034764826176,10,0.119384765625,0.1896766086676428,0.20846363889265349,1.0,2.61758691206544,0.0
246,25,0.1,1,0,0,5,anticipatory,0.9005424192319392,7,0.142578125,0.19335478601867706,0.22038668126295982,1.0,2.251356048079848,0.0
246,25,0.1,1,0,0,5,reactive,0.9229535561678845,13,0.13775634765625,0.5730895204649655,0.5714283025681463,0.9166666666666666,2.307383890419711,0.0
246,26,0.9,3,0,1,1,full,1.068893528183716,23,0.116943359375,0.36827932697305843,0.3398270243335764,1.0,2.6722338204592897,0.0
246,26,0.9,3,0,1,1,onset,,1,,,,,,
246,26,0.9,3,0,1,1,anticipatory,,1,,,,,,
246,26,0.9,3,0,1,1,reactive,1.0733752620545074,16,0.116455078125,0.27636581362150153,0.25819529591124835,1.0,2.6834381551362685,0.0
246,26,0.9,3,0,1,1,terminal,,1,,,,,,
246,27,0.5,1,1,0,6,full,0.8251458373374752,61,0.1514892578125,0.4255670221535658,0.4396436398777483,0.4666666666666667,0.9168287081527502,0.0
246,27,0.5,1,1,0,6,onset,,0,,,,,,
246,27,0.5,1,1,0,6,anticipatory,,0,,,,,,
246,27,0.5,1,1,0,6,reactive,0.7414916727009413,6,0.1685791015625,0.5488137576542284,0.523295263644815,0.4,0.8238796363343792,0.0
246,28,0.5,3,0,1,1,full,,0,,,,,,
246,29,0.1,1,0,0,6,full,0.759107497402097,37,0.1646728515625,0.23263487853304418,0.2850802050496457,0.9444444444444444,1.8977687435052426,0.0
246,29,0.1,1,0,0,6,onset,1.003058103975535,7,0.1251220703125,0.24185284731654963,0.2777630183134007,1.0,2.5076452599388377,0.0
246,29,0.1,1,0,0,6,anticipatory,1.003058103975535,7,0.1251220703125,0.24185284731654963,0.2777630183134007,1.0,2.5076452599388377,0.0
246,29,0.1,1,0,0,6,reactive,0.759107497402097,13,0.1646728515625,0.19195471089384167,0.22494832717611787,1.0,1.8977687435052426,0.0
246,30,0.9,1,0,0,1,full,0.7828746177370031,30,0.15966796875,0.2252607046533666,0.25957547101683026,1.0,1.9571865443425076,0.0
246,30,0.9,1,0,0,1,onset,,0,,,,,,
246,30,0.9,1,0,0,1,anticipatory,,0,,,,,,
246,30,0.9,1,0,0,1,reactive,0.7704158432874504,11,0.16229248046875,0.24422364242279115,0.29053404108890235,1.0,1.926039608218626,0.0
246,31,0.1,1,0,0,6,full,0.7431075160094371,23,0.168212890625,0.28066880787300996,0.377498087925406,0.9090909090909091,1.8577687900235929,0.0
246,31,0.1,1,0,0,6,onset,,0,,,,,,
246,31,0.1,1,0,0,6,anticipatory,,0,,,,,,
246,31,0.1,1,0,0,6,reactive,0.750733137829912,10,0.16650390625,0.38941238897947145,0.47108080777717576,0.7777777777777778,1.87683284457478,0.0
246,32,0.5,2,0,0,1,full,0.745269286754003,30,0.167724609375,0.15175959739862152,0.20104012655699263,1.0,1.8631732168850073,0.0
246,32,0.5,2,0,0,1,onset,,0,,,,,,
246,32,0.5,2,0,0,1,anticipatory,,0,,,,,,
246,32,0.5,2,0,0,1,reactive,,0,,,,,,
