subj,trial,T_round,distance,cookie_type,is_attack,predator_probability,antic_vigor_resid,react_vigor_resid,term_vigor_resid,log_k_z,log_beta_z,log_cd_z
2,53,0.5,2.0,0.0,1,0.5,0.029032931996774813,0.04236259429331368,0.09169280008213321,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,54,0.9,1.0,0.0,1,0.9,0.21995454819124127,0.12169106402569552,0.10805727097663576,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,55,0.1,2.0,1.0,0,0.1,0.07972275895043412,-0.007297345816236422,,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,56,0.1,1.0,0.0,0,0.1,0.02519973829002997,-0.010097556390281204,,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,57,0.9,2.0,1.0,1,0.9,-0.16054783797581024,-0.18040592496113894,-0.13991106083642557,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,58,0.5,1.0,0.0,0,0.5,-0.1998294938996268,-0.2298191212436526,,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,59,0.5,1.0,1.0,0,0.5,-0.17093869868405898,-0.18708859722063031,,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,60,0.9,1.0,0.0,1,0.9,-0.1691535052400277,-0.20354004972139028,-0.1881680560399407,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,61,0.9,2.0,0.0,1,0.9,-0.12921971047837894,-0.054047439694452803,-0.03694650688051482,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,62,0.9,1.0,0.0,1,0.9,-0.12935639620474415,-0.12115406734670986,-0.09342626129152032,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,63,0.5,1.0,1.0,0,0.5,-0.17073384164158,-0.1349150781602062,,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,64,0.5,1.0,0.0,1,0.5,-0.1667982340987686,-0.187729181174775,-0.16053100628793304,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,65,0.1,1.0,1.0,0,0.1,-0.11108284627130283,-0.20310349617963885,,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,66,0.9,2.0,1.0,1,0.9,-0.18511565105466432,-0.15983809383422315,-0.24305201059867554,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,67,0.9,1.0,0.0,1,0.9,-0.07234234215968671,-0.06462572677755485,-0.08530288729236724,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,68,0.1,1.0,1.0,0,0.1,-0.1877767188812831,-0.24565673153599688,,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,69,0.1,1.0,1.0,0,0.1,-0.11915809947704009,-0.09439291079042711,,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,70,0.1,1.0,0.0,0,0.1,-0.1212881995211641,-0.08102811212686767,,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,71,0.5,3.0,1.0,0,0.5,0.10242403173300152,-0.00908677708486949,,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,72,0.1,1.0,0.0,0,0.1,0.15872909632587973,0.0900792674748816,,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,73,0.9,3.0,0.0,1,0.9,0.10731911491588275,-0.01647790410326222,-0.015173066065451435,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,74,0.9,1.0,1.0,1,0.9,-0.13162934757369826,-0.1308242402240679,,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,75,0.1,1.0,1.0,0,0.1,-0.09156532887178853,-0.1599629284118409,,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,76,0.9,1.0,0.0,1,0.9,0.05703171826129072,0.01647502572225934,,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,77,0.9,1.0,0.0,1,0.9,-0.07199569126551952,-0.0367852917498146,0.0017298776685150674,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,78,0.1,3.0,0.0,0,0.1,-0.026515567545132068,-0.032507619929991294,,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,79,0.5,1.0,0.0,1,0.5,-0.13648600490470364,-0.1387184434738079,-0.1551442361162969,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,80,0.1,1.0,0.0,0,0.1,-0.12178044872925642,-0.15977528673123642,,2.095326973969738,-0.20474987119716132,-2.019554667121159
3,0,0.5,3.0,0.0,0,0.5,-0.13472806318340003,,,0.635623758474441,-1.047787151415315,-0.3107553788091499
3,2,0.9,1.0,0.0,1,0.9,0.09164565436675687,0.06792751864247837,0.058271170190768995,0.635623758474441,-1.047787151415315,-0.3107553788091499
3,5,0.1,2.0,0.0,0,0.1,-0.07768192539830066,0.019244136602832973,,0.635623758474441,-1.047787151415315,-0.3107553788091499
3,7,0.9,3.0,1.0,0,0.9,-0.12327440500038434,-0.15043449030284461,,0.635623758474441,-1.047787151415315,-0.3107553788091499
3,8,0.5,3.0,1.0,0,0.5,-0.11026130166124737,-0.1385161659151134,,0.635623758474441,-1.047787151415315,-0.3107553788091499
3,11,0.5,3.0,0.0,1,0.5,-0.11083099002744934,-0.2793320555303336,-0.2672792361434755,0.635623758474441,-1.047787151415315,-0.3107553788091499
3,13,0.9,3.0,1.0,1,0.9,-0.1083008718988484,0.045089499507894315,-0.13198259137907886,0.635623758474441,-1.047787151415315,-0.3107553788091499
3,15,0.9,3.0,0.0,1,0.9,-0.1063026262209561,0.03492735718432338,-0.12651756146553517,0.635623758474441,-1.047787151415315,-0.3107553788091499
3,16,0.1,2.0,1.0,0,0.1,-0.1260705839988473,0.002147309321373747,,0.635623758474441,-1.047787151415315,-0.3107553788091499
3,22,0.1,3.0,1.0,0,0.1,-0.11565665629326916,-0.12032796944676905,,0.635623758474441,-1.047787151415315,-0.3107553788091499
3,25,0.1,3.0,0.0,0,0.1,0.030636448633159286,0.009567380149374638,,0.635623758474441,-1.047787151415315,-0.3107553788091499
3,26,0.9,3.0,1.0,1,0.9,-0.12778716848159788,0.023538580530849562,-0.154645761141194,0.635623758474441,-1.047787151415315,-0.3107553788091499
3,27,0.5,2.0,1.0,0,0.5,-0.164544827775978,0.034829724539904405,,0.635623758474441,-1.047787151415315,-0.3107553788091499
3,29,0.1,2.0,0.0,0,0.1,0.030330831434361993,-0.158675902363409,,0.635623758474441,-1.047787151415315,-0.3107553788091499
3,30,0.9,1.0,1.0,0,0.9,0.019716959044868254,0.03886752238303759,,0.635623758474441,-1.047787151415315,-0.3107553788091499
3,32,0.5,2.0,1.0,0,0.5,-0.1577440983458267,,,0.635623758474441,-1.047787151415315,-0.3107553788091499
3,34,0.1,1.0,0.0,1,0.1,0.08490565376522663,0.02836050831516368,0.03895005945827501,0.635623758474441,-1.047787151415315,-0.3107553788091499
3,35,0.1,3.0,1.0,0,0.1,0.01864851156292535,-0.000747225077911251,,0.635623758474441,-1.047787151415315,-0.3107553788091499
3,37,0.1,1.0,0.0,0,0.1,-0.13072523196643082,0.03204275132677015,,0.635623758474441,-1.047787151415315,-0.3107553788091499
3,38,0.5,1.0,0.0,0,0.5,0.04172272716787351,-0.03058565897408927,,0.635623758474441,-1.047787151415315,-0.3107553788091499
3,41,0.5,2.0,0.0,1,0.5,0.0311499975751256,0.030235742878071292,0.03606573674933289,0.635623758474441,-1.047787151415315,-0.3107553788091499
3,42,0.5,1.0,1.0,1,0.5,0.011716028511852605,0.025054784039893807,0.04305538765045369,0.635623758474441,-1.047787151415315,-0.3107553788091499
3,43,0.9,2.0,0.0,1,0.9,0.07899157114576993,0.0051697975197535495,0.028600495144910476,0.635623758474441,-1.047787151415315,-0.3107553788091499
3,45,0.5,2.0,1.0,0,0.5,0.030747238744961658,0.009148343610028808,,0.635623758474441,-1.047787151415315,-0.3107553788091499
3,46,0.1,1.0,0.0,0,0.1,0.04938063975432605,,,0.635623758474441,-1.047787151415315,-0.3107553788091499
3,47,0.1,3.0,1.0,0,0.1,-0.18437984682768827,-0.14343912203446652,,0.635623758474441,-1.047787151415315,-0.3107553788091499
