subj,omega,kappa,log_om,log_kap,pred_earn,shortfall
56,1.4947469984308346,0.2295662046441934,0.40195696070249,-1.4715638176868087,0.6742647033826855,0.2738238276722912
57,0.6001202144112919,1.1380210221511249,-0.5106252864826911,0.1292908084255428,0.6089501026021723,0.3391384284528044
58,1.1851985609407865,0.2973692384569835,0.16991032252550195,-1.212780685218473,0.7159534498810828,0.23213508117389392
59,1.2118782408794604,0.5009898953522367,0.192171421279969,-0.6911693470582798,0.6588894178303218,0.28919911322465486
60,0.3254563021881327,0.532413989781524,-1.1225270746155642,-0.6303339159816094,0.7761708937228511,0.17191763733212562
61,1.4163412718317223,0.2679903405395441,0.34807697741359395,-1.3168043418837314,0.679619068636373,0.2684694624186037
62,0.1810288773000734,0.2423602004069868,-1.709098717347629,-1.417330228007742,0.8533261330659369,0.09476239798903985
63,1.1344402774665925,0.0317620311181125,0.1261393816895669,-3.4494836925664214,0.8075107604313592,0.14057777062361754
64,2.3625009489501734,0.3143679779639902,0.8597207820577112,-1.1571910748738505,0.48225674762220727,0.46583178343276943
65,1.940223556577488,0.3540533656232508,0.6628032017853746,-1.0383076268618885,0.5539537712708402,0.3941347597841365
66,0.1781957590151243,0.0686464348675258,-1.724872563245889,-2.6787860801264913,0.9125673275189772,0.035521203535999524
67,0.2901422298642942,0.43617281966589,-1.2373840284239228,-0.8297167387885898,0.8006270428638967,0.14746148819107996
68,0.2413847113490781,1.0775184335281651,-1.4213633055924526,0.07466065053218292,0.6615413479333907,0.286547183121586
69,0.6599650642225469,0.0285631948839212,-0.41556837835880744,-3.555636282083737,0.8877394884895203,0.06034904256545637
70,2.282398210206513,1.072012867278207,0.8252267367451461,0.06953806563460303,0.34322868644895166,0.604859844606025
71,0.8911923290128805,0.3493893076529998,-0.11519501732722076,-1.0515684837739017,0.7538678698984365,0.19422066115654024
72,7.967899626564294,0.4360449336517664,2.075420923135219,-0.830009982108973,-0.08814673421691081,1.0362352652718876
73,2.1890436440809062,0.3131320719143653,0.7834647562501028,-1.1611302224419873,0.5153983862823297,0.432690144772647
74,1.5817999498373487,5.369199715064554,0.4585634073907939,1.6806788685628322,-0.09995285526312231,1.048041386318099
75,1.4812047538964217,0.4659143467518273,0.3928557795420579,-0.7637534670043364,0.6161353038351277,0.331953227219849
76,0.3562224161089587,0.6243342968013718,-1.032199978863096,-0.47106932201241286,0.7531387670275024,0.19494976402747433
77,25.550973407290435,0.0651903109761735,3.240675414056696,-2.730444425752212,-0.33423177060880843,1.2823203016637852
