subj,log_omega_true,log_omega_rec,log_omega_lo80,log_omega_hi80,log_omega_lo95,log_omega_hi95,log_kappa_true,log_kappa_rec,log_kappa_lo80,log_kappa_hi80,log_kappa_lo95,log_kappa_hi95
30,-0.9573058152147591,-0.7500454326512125,-1.2264999351051755,-0.31882609316548427,-1.5627346448610897,-0.14203802623973716,-3.7145059755300895,-4.075163851213667,-5.08971669573854,-3.182252427600503,-5.791205494412563,-2.8305893193465406
31,0.5846284424893028,0.4427955947355066,0.12170421525326015,0.7509325752938667,-0.07193532611157183,0.8941617367399771,-1.4896128068208725,-1.9080217129248156,-2.4978821751413087,-1.340567705607294,-2.8904755522261283,-1.0507815215729286
32,0.9939579718366566,1.3369838569047696,1.0425762976266584,1.6211680082413176,0.8747597019238395,1.7604274841306846,-0.8112400812683521,-0.9763876845768931,-1.573128664489972,-0.3996531316204665,-1.898441679825345,-0.10065484210889604
33,-0.42505741185408885,-0.46041495160275087,-0.9182355814202631,-0.0508378243155462,-1.2284299868957143,0.11244791098832103,-1.901462680442647,-2.38609117333469,-3.1859550969796047,-1.6457507173309285,-3.8305030703810155,-1.2977788075269792
34,0.33995991461618513,0.8017074749251348,0.4849088534939718,1.1021085267430095,0.29456015958395687,1.250337666862866,-0.36131531599367417,-1.0376558652722334,-1.6808186241687526,-0.39616776491120614,-2.037370468439725,-0.08029666377733154
35,-1.3524129562433478,-1.014574650386791,-1.5823819043664922,-0.514964007792549,-1.9937906825700527,-0.3152602932254096,-2.9651513664653075,-3.4504224926097096,-4.379747206495442,-2.6604455025729226,-5.082194039988219,-2.315112498012598
36,0.011605982806340558,0.12145915151343857,-0.2071105328979109,0.43516605772856454,-0.42003610354649723,0.5740886084430896,-2.9106125646680368,-3.8954666206802355,-4.942013635178622,-2.9769183752616915,-5.639953426053824,-2.6243994103780297
37,0.6516330442612128,0.4803603135334685,0.15846900263286764,0.7869568514033467,-0.02495111076570203,0.9359254726931394,-1.543643573937359,-1.4487571404446542,-2.1572825195180347,-0.7508898770303001,-2.5905772743766518,-0.3956690221397477
38,-0.006095090010010044,-0.16649639943214156,-0.5474214348206101,0.1878960158290325,-0.8235042396574087,0.3402067396720055,-2.16648064859643,-2.5703517627938313,-3.533745584604526,-1.7190597303641666,-4.292036388171,-1.3794740077254761
39,0.14429715760317074,-0.06777440331252184,-0.4534734686897592,0.2939645140829317,-0.7235365705762634,0.4542923966741823,-0.6409226887585238,-0.806614307951984,-1.3862114568161763,-0.24021316031967896,-1.7072249789796525,0.04055683716590954
40,-0.19372034264279608,-0.13267494484742215,-0.515919988714799,0.22976087841870235,-0.7752971836994307,0.3865250275580402,-0.7751792691752897,-0.9929104619888579,-1.6156077424552353,-0.3794264847826885,-1.9785693664699688,-0.08829187644402717
41,-0.37259988747231326,-0.24267770686838494,-0.6477800608280707,0.12916443062132227,-0.9299767963190255,0.28726753546311623,-1.9413862554269052,-1.2151064071908448,-1.8129579669443108,-0.626983220395501,-2.1739517672577713,-0.31295542721797065
42,-0.12552134325436531,0.38266831111469435,0.07888671024562498,0.6746219808480676,-0.11627064137553761,0.812268934966787,-3.276766346480301,-3.530659244894136,-4.51834265313336,-2.6793083740178867,-5.272531257646077,-2.345345775640085
43,-0.13307916733250139,-0.07125136621689043,-0.44251036433264834,0.27160938924350697,-0.6931831383649216,0.41640884632850655,-2.185029680678271,-2.5213920320656973,-3.232220715383386,-1.8602417459097533,-3.8534044396827323,-1.544857683719926
44,0.6312455794777204,0.641594948384932,0.33505701073085525,0.9367488202440871,0.1512001846688882,1.0751073228375214,-1.0292632403178206,-1.6627245833228101,-2.198862416398093,-1.129941071745744,-2.5287815367172946,-0.8590880001717827
45,0.3177577808247064,0.0888152094036462,-0.288396407347165,0.44491800118334596,-0.5518447443605571,0.6011417343569099,-0.642243385946743,-0.505430558560954,-1.1203797288155313,0.0936484113145634,-1.430235022212588,0.37050134712423427
46,-0.1791459594893118,0.24672172827303615,-0.0747569025612267,0.5561101567252084,-0.2810126633260565,0.6938928471554924,-2.0997151358328425,-1.8161224290103828,-2.365560499188812,-1.2858702092748715,-2.6860931514573547,-1.0156327082527215
47,-1.7758892908973298,-0.71949477333527,-1.2102291725133,-0.27909213588509874,-1.546128252929623,-0.10900805265571067,-3.4334211310698812,-3.7559580192397783,-4.814240916036419,-2.803994461673217,-5.598003133252891,-2.3963719479462093
48,-1.274598385663805,-1.1031490782694362,-1.662843516310198,-0.5922977810412066,-2.0945446482750785,-0.3971562298083084,-3.0629902173640393,-3.966950223529241,-5.041220652913623,-2.986738191674536,-5.788739554412677,-2.5681504665901183
49,-0.3992514438950829,0.21434603780412143,-0.14104457007872867,0.5469351683987298,-0.3776105037661053,0.701101283141137,-0.7883797824831625,-0.8351405508919362,-1.4438402447314902,-0.2432578385203892,-1.789987227725115,0.07960316825218841
50,0.8543147506865115,0.8764460362732067,0.575559454958612,1.1705947584184784,0.3950016232102758,1.308312246282114,-2.3953670783364,-2.2899848988228357,-3.1691306284600125,-1.502546510464791,-3.8916426934883614,-1.151222914983106
51,0.4522321222108464,0.5292180428638323,0.2197462071011478,0.8314561822213964,0.023107763579458762,0.9757588639667507,-2.2211818371682646,-1.8810690514440727,-2.515598774084927,-1.2566321841028751,-2.9268807363308533,-0.9410259057149971
52,-0.5108180582238357,-0.3018108119506269,-0.7237191665663048,0.0798202786488686,-1.025488029573191,0.23822682381582103,-2.7481878797624777,-2.901275688265204,-3.716114950938694,-2.175774684732786,-4.377246287660161,-1.863427342817029
53,-0.6165858735990501,-0.7416896966775511,-1.258373052858618,-0.2801230289037905,-1.636286013294273,-0.1040601427889336,-2.735598071170786,-2.428561816354441,-3.4314035261526366,-1.506167325887201,-4.216512327627672,-1.0901613282467442
54,-0.7959212808955604,-1.0631883329768712,-1.7064780850204821,-0.4885214033606013,-2.1605431823771104,-0.258864745725734,0.01152343866346881,-0.31790289960482226,-0.9088519004565306,0.22971628039923414,-1.2801474763560892,0.4606667525536836
55,0.4562389293534763,0.5076683844190802,0.18729652340350453,0.8101395915110469,-0.004402165401159778,0.9574383987298722,-1.0371862989383445,-1.8507547304155514,-2.6494253043228735,-1.102451424972697,-3.2860032496656975,-0.7814449305704669
56,-1.2623228850783164,-0.5786636723896442,-1.0595538537992584,-0.14470459942921834,-1.441906631974895,0.03279519089878419,-1.975059233513981,-1.2550384396634338,-2.007355643345746,-0.5189211358864064,-2.4491274123010416,-0.16142455716894646
57,-0.27693080000017034,-0.0703153447361406,-0.44966348741691026,0.2802561800047498,-0.6898792574050231,0.43680870220317225,-1.3225895459692398,-1.6806184825277521,-2.425632732812343,-0.9678716972034294,-2.915472457039079,-0.6252412567170842
58,0.20312238426284515,0.04510265917453882,-0.30965252622109884,0.3782199891219843,-0.5400417887839986,0.5278776408871043,-1.2506626452527658,-1.5894487623637072,-2.206679503661715,-0.9736397447622587,-2.568112321824238,-0.6624490193856868
