subj,lam,omega,log_lam,log_omega,log_lam_z,log_omega_z
231,0.3926716874331001,3.4715796517148467,-0.9347814171882858,1.2446097214142957,-0.7683333472555184,0.03506375424181439
232,0.5812205594490201,0.2753581956946895,-0.5426249737736344,-1.2896824990727351,-0.17257302728053872,-1.4556539413317424
233,0.5272238801354946,3.611760286692818,-0.6401300006597885,1.2841952675420263,-0.320701732016476,0.05834870679168678
234,1.0604954955683399,15.060708952661159,0.05873624755326832,2.712089296473649,0.741009191383766,0.8982624622476878
235,0.3734326455616465,4.719415294982215,-0.9850176238395284,1.5516849137421942,-0.8446517121618115,0.21569107865781265
236,0.6893963748323715,1.6995064536527795,-0.37193888335188136,0.530337887530042,0.08673164959664531,-0.3850841882935606
237,0.5020361142732422,11.524512355156642,-0.6890832210946708,2.4444762760705436,-0.39507099652771555,0.7408475193867851
238,0.13664458435753976,7.136156471762251,-1.9903719988786641,1.965174322134041,-2.371976467930911,0.45891321896155013
239,0.507873933607392,2.2564998938902683,-0.67752202439116,0.8138148932608842,-0.37750733701621175,-0.21833775498368668
240,1.0719012972540285,0.21208925661609196,0.06943398495252633,-1.5507480711409043,0.7572610917745786,-1.6092175536259328
241,0.4859842986862139,7.004053759674887,-0.7215789628335456,1.9464890899616651,-0.44443821673097045,0.44792221878402994
242,0.5386628754562832,0.3708705611918992,-0.618665366732062,-0.9919021689175991,-0.288092865346888,-1.280494027266785
243,0.9243802075723236,1.8686485929419838,-0.07863181191852787,0.6252154920380503,0.5323209486185528,-0.3292754213288193
244,0.3781924493427499,9.242817397284162,-0.9723520876774638,2.2238467523030243,-0.8254103507019215,0.6110691407975151
245,0.984303834635336,6.176694479023974,-0.01582065455517366,1.8207832544291627,0.6277430584351288,0.3739797144625874
