rho_log_k_log_beta,rho_log_k_alpha,rho_log_k_delta,rho_log_beta_alpha,rho_log_beta_delta,rho_alpha_delta
-0.13587934,0.3332736,-0.7018376,-0.33813834,0.76959306,-0.24755844
-0.16838197,0.4034675,-0.77053845,-0.35060892,0.72683245,-0.31485462
-0.120145336,0.42636237,-0.76524836,-0.26414695,0.668982,-0.21088047
-0.10541927,0.37576863,-0.7532454,-0.28370333,0.69693595,-0.24648355
-0.20867625,0.33672258,-0.7535188,-0.32667887,0.74353915,-0.16861814
-0.23758443,0.35919815,-0.70383304,-0.36546445,0.81815106,-0.24456778
-0.15864457,0.40592214,-0.773869,-0.2966826,0.68089944,-0.19648096
-0.112317234,0.36352623,-0.6635172,-0.33552262,0.7613987,-0.19913033
-0.21615675,0.38621518,-0.7090817,-0.35805058,0.7694572,-0.17751834
-0.21334825,0.40555695,-0.7324531,-0.35446906,0.7358103,-0.17079929
-0.16400796,0.34206054,-0.68316543,-0.34131193,0.73840606,-0.09596205
-0.20836605,0.3921226,-0.68533343,-0.39267385,0.8088007,-0.2652373
-0.15524559,0.3553718,-0.7278847,-0.3037711,0.7672187,-0.2687413
-0.124195024,0.36918327,-0.72374344,-0.31297702,0.71258515,-0.18241927
-0.20342511,0.42309588,-0.7668269,-0.3077878,0.7284606,-0.23701644
-0.13135922,0.3797673,-0.74244267,-0.28484872,0.72248006,-0.23238121
-0.19329166,0.3192786,-0.74832815,-0.3379466,0.7649604,-0.23795909
-0.14235514,0.3921827,-0.7308096,-0.3122437,0.69892013,-0.15959069
-0.18265152,0.32649994,-0.6721978,-0.34059593,0.7805798,-0.1272769
-0.2045662,0.40786928,-0.73949087,-0.31820083,0.7509954,-0.20498326
-0.15003806,0.3434134,-0.7078639,-0.33290628,0.7625412,-0.21711412
-0.19663824,0.3657235,-0.7310022,-0.34851432,0.7666382,-0.23385398
-0.24761309,0.36303708,-0.627761,-0.41216213,0.8605571,-0.23055825
-0.11546721,0.38048416,-0.68896174,-0.29439595,0.72843915,-0.14948577
-0.25938568,0.38511196,-0.7434851,-0.34018862,0.7906252,-0.22233483
-0.061074913,0.3871958,-0.7193313,-0.31284475,0.71126634,-0.31124866
-0.24176767,0.39297536,-0.7309408,-0.35804176,0.7851353,-0.22109064
-0.14626083,0.3226153,-0.6824398,-0.3324959,0.7913309,-0.23054178
-0.10771202,0.32889783,-0.7085105,-0.29865435,0.73109126,-0.18131697
-0.07534346,0.40262413,-0.72162825,-0.30796593,0.70989233,-0.28593525
-0.1328,0.39332005,-0.7300168,-0.33441606,0.70873207,-0.21536745
-0.09453489,0.3257856,-0.7047339,-0.2770203,0.72803533,-0.17105252
-0.19285613,0.38128564,-0.7560276,-0.3210751,0.767408,-0.3043586
-0.17711091,0.34707892,-0.7690297,-0.31255397,0.72119075,-0.20879276
-0.1937117,0.36596468,-0.7329013,-0.3043127,0.78796613,-0.2764662
-0.17025137,0.3414745,-0.69861823,-0.34163684,0.77316433,-0.19139023
-0.2382257,0.39811933,-0.7351089,-0.37205228,0.81024253,-0.3252434
-0.25709552,0.396271,-0.71631944,-0.39390153,0.8063578,-0.24739897
-0.15210216,0.35140988,-0.7408793,-0.3259712,0.7271867,-0.20690785
-0.18306473,0.3387043,-0.74030703,-0.34761134,0.7797071,-0.30843973
-0.15860449,0.3060641,-0.7140328,-0.3240428,0.7878351,-0.27659845
-0.21016002,0.3614664,-0.7475055,-0.327776,0.764125,-0.22040565
-0.2572727,0.38981676,-0.70399404,-0.3731665,0.81366825,-0.2203346
-0.2580716,0.42220908,-0.78303504,-0.3311745,0.76219326,-0.26865637
-0.13470326,0.36885363,-0.68142086,-0.36445558,0.7531626,-0.20306864
-0.2230196,0.34426096,-0.68682283,-0.36961925,0.8215961,-0.23576708
-0.27041274,0.36773586,-0.76162183,-0.32157946,0.79542494,-0.24071507
-0.18901834,0.37571812,-0.6721962,-0.366591,0.8291295,-0.30264243
-0.1476804,0.36257982,-0.73719877,-0.29394564,0.7316966,-0.20195957
-0.24205047,0.38054886,-0.75406015,-0.35063985,0.77040106,-0.23183455
-0.16900538,0.38586733,-0.65633476,-0.34500968,0.80167824,-0.20981476
-0.15111372,0.3905435,-0.74218017,-0.33706498,0.7301069,-0.25458905
-0.11940616,0.39157334,-0.6969361,-0.3508522,0.75070435,-0.26495236
-0.3095937,0.35177422,-0.7419389,-0.34107944,0.8315671,-0.22008742
-0.14035723,0.3594509,-0.7059895,-0.31584114,0.7649536,-0.23911995
-0.15492904,0.3420834,-0.67364824,-0.33941528,0.8125551,-0.2805913
-0.22069114,0.46057153,-0.71531826,-0.40297437,0.7551463,-0.24329203
-0.29035476,0.44784254,-0.7729778,-0.36035013,0.6997118,-0.12755543
-0.14191562,0.35952762,-0.7200735,-0.34534252,0.7590086,-0.27881402
-0.12887396,0.3333915,-0.6353876,-0.34271827,0.79070437,-0.16910696
-0.24922006,0.38025174,-0.7189672,-0.38158295,0.80715096,-0.25179476
-0.15712863,0.36010358,-0.7221519,-0.32519925,0.7541442,-0.22769566
-0.20518462,0.355424,-0.69879013,-0.3398641,0.8100776,-0.24158338
-0.20230739,0.3799095,-0.72573125,-0.37656215,0.7329388,-0.16511726
-0.123210005,0.42554536,-0.7377136,-0.30062047,0.7143644,-0.25669682
-0.09019241,0.38022172,-0.7107868,-0.31680375,0.723896,-0.25153118
-0.27254963,0.36468363,-0.73935544,-0.39740503,0.81344545,-0.2786243
-0.04263013,0.27090147,-0.6120341,-0.29854283,0.7587784,-0.10840827
-0.17340633,0.40023932,-0.7049147,-0.37625456,0.781424,-0.29684544
-0.24147487,0.36312088,-0.70708334,-0.3745702,0.78497326,-0.16695932
-0.16588828,0.35791788,-0.7094999,-0.3724929,0.7643026,-0.24144137
-0.15998876,0.3028765,-0.6885695,-0.3270413,0.79538476,-0.21657856
-0.17894539,0.30856612,-0.7724542,-0.32189626,0.7314984,-0.22125211
-0.2690193,0.4146481,-0.76745975,-0.36913332,0.7919638,-0.30685508
-0.18110582,0.3644819,-0.7370445,-0.31506366,0.7651461,-0.2485098
-0.32181516,0.4434018,-0.7290895,-0.41322652,0.8210768,-0.25458747
-0.20215881,0.35700786,-0.7140359,-0.3774356,0.79774475,-0.27662158
-0.17429797,0.37085694,-0.68980175,-0.3375026,0.79622775,-0.24337913
-0.21977581,0.39652967,-0.75245416,-0.34052616,0.72121805,-0.15739846
-0.15486147,0.41018063,-0.7575261,-0.32320523,0.71592623,-0.2586536
-0.16164213,0.37762278,-0.767545,-0.31076106,0.7074706,-0.22596535
-0.1647623,0.39116457,-0.74684423,-0.31624973,0.73601174,-0.24616882
-0.07465033,0.38381013,-0.65108216,-0.33366388,0.75836235,-0.24033386
-0.14812046,0.36666197,-0.74550307,-0.2819084,0.7123058,-0.17167222
-0.19239166,0.3648033,-0.694609,-0.3237717,0.79776394,-0.21851502
-0.20632392,0.45302936,-0.77430815,-0.33873314,0.7490219,-0.337052
-0.2683717,0.3163777,-0.7210796,-0.31576386,0.80643284,-0.13694848
-0.17260414,0.36354122,-0.71571684,-0.3504784,0.7864645,-0.2944845
-0.14383698,0.43479815,-0.6953025,-0.33705908,0.7493705,-0.23515107
-0.17562234,0.36475268,-0.7454694,-0.30489182,0.75157684,-0.23236923
-0.17964943,0.37056103,-0.74419165,-0.33160925,0.7388458,-0.21961607
-0.20651768,0.35820696,-0.75776744,-0.29295826,0.7218759,-0.12727499
-0.27984682,0.40435433,-0.7277343,-0.37019458,0.81291723,-0.23917358
-0.08839354,0.3698675,-0.7299532,-0.3177771,0.6948958,-0.22794007
-0.16133223,0.33643997,-0.7309546,-0.29669356,0.7572395,-0.2118081
-0.2999509,0.36670375,-0.81918293,-0.32179415,0.7488389,-0.21737117
-0.17466432,0.37366307,-0.74084395,-0.2988188,0.7294714,-0.17183354
-0.19702823,0.40585747,-0.6827353,-0.32448098,0.77827436,-0.16242847
-0.2465454,0.37037444,-0.7443975,-0.35215938,0.81033385,-0.3059333
-0.09147953,0.37037504,-0.6864381,-0.33726513,0.75394297,-0.27574635
-0.17613976,0.3625116,-0.77483463,-0.31509128,0.6958095,-0.17995232
-0.16344488,0.40941834,-0.73954505,-0.31167638,0.7322655,-0.2307003
-0.10954062,0.40708867,-0.7158904,-0.29556417,0.7219394,-0.22964732
-0.23743406,0.35990468,-0.6700179,-0.3277189,0.83336174,-0.18224491
-0.051812384,0.34963146,-0.66282684,-0.29705054,0.75315565,-0.25218087
-0.24478748,0.3354605,-0.7349784,-0.36598462,0.80229366,-0.2404969
-0.14636198,0.40313426,-0.7569764,-0.3128266,0.6914048,-0.20485291
-0.13853672,0.397725,-0.73054165,-0.34617826,0.7362591,-0.27974534
-0.1022341,0.34917036,-0.68149596,-0.33714086,0.7533407,-0.22562425
-0.22305371,0.35578853,-0.7029975,-0.3686143,0.8189597,-0.2709866
-0.16018683,0.3916094,-0.7243092,-0.330855,0.75847095,-0.26359612
-0.17157455,0.38684735,-0.7358674,-0.32435974,0.75587946,-0.25682956
-0.08675573,0.32152727,-0.68669254,-0.32651895,0.76236725,-0.2758766
-0.15671726,0.43146825,-0.7790221,-0.31684643,0.699425,-0.29237282
-0.19463378,0.42732212,-0.7788939,-0.27601728,0.7138683,-0.22365913
-0.14193274,0.37883678,-0.7245576,-0.3104587,0.7128712,-0.16136083
-0.15050717,0.3887327,-0.7520378,-0.29264784,0.72813874,-0.2503384
-0.25632164,0.2988846,-0.68295586,-0.38463968,0.84459305,-0.22544596
-0.16951095,0.39435333,-0.6970012,-0.35874653,0.7798287,-0.25925827
-0.11376425,0.42787287,-0.7551152,-0.3133487,0.660276,-0.21109441
-0.17519313,0.30194014,-0.66571003,-0.35249284,0.8222908,-0.23383567
-0.24070536,0.41832536,-0.7479461,-0.35781607,0.7848568,-0.28426382
-0.17172635,0.3542073,-0.7136974,-0.33028975,0.78532296,-0.26357117
-0.17916986,0.39318156,-0.7553141,-0.3006626,0.7152026,-0.18206504
-0.16884485,0.37766472,-0.77143884,-0.29778296,0.7071388,-0.21179692
-0.23678283,0.4392224,-0.7650853,-0.35086644,0.773211,-0.31300008
-0.10494827,0.32594344,-0.6969188,-0.33223736,0.735705,-0.18954664
-0.2889794,0.40381292,-0.6687889,-0.4214197,0.86017627,-0.2702236
-0.18703243,0.38536158,-0.7321127,-0.33189344,0.7853795,-0.31450307
-0.23348816,0.36182466,-0.7619117,-0.35142282,0.7858238,-0.30585575
-0.22646716,0.37433946,-0.7760807,-0.31380633,0.7240873,-0.1718081
-0.16520008,0.33086333,-0.67121863,-0.3509201,0.8118009,-0.25130045
-0.18913655,0.38284218,-0.73949164,-0.34414276,0.7582886,-0.25243372
-0.13718124,0.4030199,-0.7312735,-0.33958834,0.70459485,-0.20769686
-0.108019054,0.4235464,-0.65384525,-0.3441271,0.72113657,-0.15073642
-0.12398445,0.36809108,-0.6957086,-0.29682106,0.76224256,-0.22659607
-0.25008777,0.42546308,-0.7082895,-0.3486112,0.832438,-0.30732533
-0.1802673,0.3873148,-0.76972675,-0.343997,0.71234995,-0.23538822
-0.2364404,0.40593922,-0.7159008,-0.38831812,0.81409633,-0.30678818
-0.16608834,0.39797494,-0.69812757,-0.34227076,0.77912295,-0.25456196
-0.1544788,0.39935824,-0.6771275,-0.3303293,0.7888261,-0.24319582
-0.19970763,0.39053762,-0.74895346,-0.33407548,0.74788564,-0.2263771
-0.16546245,0.38814548,-0.6833954,-0.37899077,0.75090355,-0.18227047
-0.18519452,0.36610582,-0.7679616,-0.34767964,0.7330713,-0.2626139
-0.14635298,0.36217576,-0.7011578,-0.30136144,0.7423098,-0.14819682
-0.17983444,0.36158833,-0.744666,-0.32568428,0.7409475,-0.20803279
-0.099528566,0.37599698,-0.73251754,-0.2821065,0.7196607,-0.25735217
-0.18014438,0.39764935,-0.69980085,-0.34943637,0.7588406,-0.19522616
-0.12741773,0.37477505,-0.68228143,-0.32062018,0.75064164,-0.18179646
-0.30688226,0.37718287,-0.7532923,-0.35170573,0.8011774,-0.19392891
-0.1916642,0.34490848,-0.74269736,-0.31978565,0.77793777,-0.27480823
-0.153282,0.32758072,-0.71509373,-0.322346,0.74398893,-0.16161963
-0.1365759,0.39889687,-0.6998068,-0.33902505,0.77360225,-0.30084965
-0.19825216,0.43170583,-0.7358218,-0.3529425,0.7535454,-0.25660425
-0.2575362,0.4049825,-0.72931635,-0.35232085,0.7949881,-0.2217322
-0.21685065,0.41094485,-0.7795029,-0.33343527,0.69611615,-0.17979458
0.0022185855,0.35051736,-0.70664626,-0.2754204,0.654323,-0.19443831
-0.24177614,0.40854564,-0.74300635,-0.36225632,0.74944186,-0.18579906
-0.25266424,0.40989253,-0.76362634,-0.33697355,0.78041255,-0.26917544
-0.2247515,0.41523498,-0.7506307,-0.35110423,0.77834487,-0.29347998
-0.21974072,0.39862755,-0.75786734,-0.33267677,0.75730354,-0.2457704
-0.09007075,0.38446414,-0.66220176,-0.30095476,0.75510997,-0.20406865
-0.15364183,0.37451813,-0.72224027,-0.33427,0.7613267,-0.2717787
-0.19532394,0.43814075,-0.73186,-0.3918764,0.77128655,-0.3318274
-0.20482011,0.3886558,-0.7565665,-0.33031455,0.76427376,-0.2780658
-0.12499673,0.3788681,-0.73702794,-0.305887,0.7093542,-0.21193483
-0.2628477,0.37089232,-0.73116547,-0.36859712,0.82738894,-0.31385085
-0.16952056,0.35204455,-0.7560289,-0.3256451,0.7260532,-0.21103637
-0.20569362,0.39202732,-0.7584113,-0.34732428,0.7362234,-0.22626112
-0.09326323,0.38435012,-0.7010076,-0.33335984,0.7318755,-0.2564627
-0.17029609,0.3986529,-0.7306728,-0.3307563,0.746333,-0.23231249
-0.15500076,0.38768882,-0.78246224,-0.30318075,0.6724586,-0.1962764
-0.1636418,0.34111685,-0.68512845,-0.30776334,0.79743123,-0.21663046
-0.11965781,0.38679484,-0.69975024,-0.2923563,0.7204973,-0.15285257
-0.16616791,0.37950036,-0.7206141,-0.28298593,0.74868834,-0.17762151
-0.14603168,0.3345906,-0.77999,-0.29631323,0.706269,-0.24703884
-0.054904647,0.3339562,-0.71618706,-0.28581473,0.68796283,-0.18529536
-0.15095812,0.38290012,-0.79288995,-0.28296947,0.66597956,-0.20396318
-0.09029391,0.37932786,-0.7479885,-0.30221418,0.69358957,-0.2687552
-0.19159886,0.3818898,-0.71881807,-0.31904283,0.7388159,-0.13695475
-0.1958455,0.37358227,-0.744421,-0.3273424,0.7138791,-0.13323838
-0.27904832,0.40972316,-0.7588749,-0.3332378,0.78232306,-0.21207199
-0.102201656,0.38240865,-0.68916506,-0.3278252,0.749046,-0.24857503
-0.1965753,0.3674157,-0.7506696,-0.34183964,0.73755234,-0.20182106
-0.22631882,0.39055818,-0.7330742,-0.36186394,0.79504335,-0.28492957
-0.11784033,0.3745623,-0.74837995,-0.28113055,0.7200595,-0.26697525
-0.2260871,0.3599978,-0.7364566,-0.34169966,0.79492176,-0.2609372
-0.26670888,0.38173655,-0.7629301,-0.34965473,0.77957773,-0.22971302
-0.2120605,0.38840717,-0.74262446,-0.39541,0.7433932,-0.22507954
-0.18992098,0.3922266,-0.7539496,-0.3034403,0.76769185,-0.31159508
-0.1046273,0.40582624,-0.6559334,-0.3258799,0.68869436,-0.075034946
-0.16865978,0.39578733,-0.74783236,-0.3212418,0.6560472,-0.09277865
-0.082573324,0.32795036,-0.724152,-0.29105127,0.72284263,-0.25011176
-0.22866437,0.43017513,-0.75563824,-0.33241594,0.7752034,-0.28875607
-0.17713864,0.3439027,-0.7044377,-0.34958825,0.7782665,-0.21481654
-0.095142156,0.32982835,-0.71758044,-0.27673492,0.7225953,-0.19188705
-0.13405807,0.43461883,-0.7181886,-0.33582282,0.75333846,-0.32083577
-0.274177,0.388763,-0.687124,-0.41846448,0.85895324,-0.32054108
-0.007235445,0.3030565,-0.7225808,-0.2607263,0.6634708,-0.19832176
-0.084120795,0.36379027,-0.7036499,-0.30304947,0.6855253,-0.13415161
-0.10858833,0.35804453,-0.6371548,-0.3637873,0.76176083,-0.17161953
-0.122118995,0.3802048,-0.70790637,-0.32955545,0.7479112,-0.26116705
-0.15634279,0.3998698,-0.74407333,-0.29357803,0.70275635,-0.17156038
-0.12458117,0.36438155,-0.6905206,-0.30169934,0.7600714,-0.20713608
-0.17441387,0.36607596,-0.75224984,-0.2748225,0.73549896,-0.19107445
-0.19633599,0.45588666,-0.7565285,-0.3309571,0.7088675,-0.21709391
-0.17812058,0.39550152,-0.7756718,-0.30861402,0.735991,-0.3175325
-0.07253546,0.3024278,-0.6934285,-0.2696434,0.74632424,-0.23448648
-0.17701825,0.36014405,-0.7491145,-0.32791167,0.75525093,-0.26644844
-0.15464234,0.42516935,-0.73014283,-0.38274378,0.7437107,-0.3099352
-0.19538353,0.34500298,-0.697046,-0.32394093,0.7714223,-0.13580227
-0.17668563,0.30815697,-0.70227987,-0.28775147,0.76613456,-0.11066362
-0.09571246,0.36566177,-0.75985366,-0.27671373,0.6690135,-0.19854793
-0.227259,0.33021605,-0.72390157,-0.37532935,0.8048394,-0.2603556
-0.15734689,0.44307297,-0.7585205,-0.31493217,0.7125941,-0.2743049
-0.01363257,0.31899256,-0.7142155,-0.26252937,0.67501503,-0.20311607
-0.08653144,0.4290358,-0.7930162,-0.26775065,0.6531484,-0.3345088
-0.2851159,0.38716128,-0.73386043,-0.39454818,0.81670177,-0.25940996
-0.26110446,0.39420643,-0.7462211,-0.34072435,0.7824267,-0.20812778
-0.19539198,0.39220223,-0.7729588,-0.34715605,0.7421539,-0.30085367
-0.1691319,0.37757316,-0.7199153,-0.3439443,0.760999,-0.24421757
-0.0922997,0.3884627,-0.74929786,-0.29061577,0.67255247,-0.21123181
-0.15440539,0.3184756,-0.6391174,-0.33789554,0.82350206,-0.21654226
-0.16444643,0.3836375,-0.7467768,-0.33381495,0.74038297,-0.27316016
-0.24403849,0.41995385,-0.7495486,-0.362064,0.75908667,-0.22146562
-0.20798416,0.3823228,-0.7368873,-0.34487844,0.7742941,-0.25079477
-0.18213072,0.41475767,-0.774041,-0.31142232,0.71972305,-0.2593906
-0.22415769,0.39085343,-0.7289443,-0.36369875,0.7815254,-0.25092143
-0.24785958,0.37135366,-0.7416874,-0.3518545,0.7559121,-0.15490964
-0.15513569,0.38992158,-0.7247245,-0.29938045,0.7175046,-0.15367323
-0.11950433,0.3701562,-0.710105,-0.28994244,0.7456234,-0.22621366
-0.20735584,0.41605374,-0.7226462,-0.356521,0.7749704,-0.25137454
-0.009243328,0.33979803,-0.657588,-0.2827894,0.7076328,-0.17452885
-0.17867476,0.35737768,-0.6789957,-0.33319736,0.81075895,-0.24343282
-0.19008186,0.31048763,-0.7503638,-0.28884375,0.74956703,-0.17525864
-0.11191646,0.34023654,-0.68002707,-0.32180306,0.74034786,-0.15716308
-0.1621422,0.3748983,-0.7243979,-0.3512782,0.74852735,-0.23528488
-0.17083547,0.36054993,-0.69020605,-0.32412064,0.7805967,-0.19205911
-0.18072248,0.41051108,-0.70881075,-0.34708154,0.78618705,-0.2844798
-0.16378339,0.44382656,-0.7081643,-0.33739516,0.7378994,-0.21475363
-0.057079222,0.39075452,-0.7437339,-0.25416756,0.6771271,-0.25864857
-0.17811146,0.39163578,-0.74932265,-0.34776843,0.75147057,-0.29229075
-0.15733209,0.4299444,-0.7666076,-0.31194252,0.6998089,-0.24973574
-0.28399327,0.32354915,-0.73503864,-0.32810417,0.80498457,-0.14761923
-0.27048188,0.35293186,-0.7203378,-0.37189034,0.81441367,-0.2113294
-0.24154523,0.41733482,-0.7781236,-0.32832175,0.75682175,-0.2654509
-0.1345776,0.42674625,-0.7496808,-0.3071107,0.70230234,-0.24648462
-0.19453734,0.42309713,-0.7252243,-0.3738132,0.7330947,-0.20341823
-0.30711076,0.36832783,-0.7323984,-0.35630742,0.81717354,-0.18732733
-0.2120558,0.41325507,-0.7683241,-0.33645117,0.7158102,-0.20066175
-0.19677109,0.39156833,-0.7757115,-0.27637485,0.73925084,-0.24700919
-0.17850858,0.4121083,-0.7679949,-0.3321768,0.7331386,-0.29527146
-0.34043717,0.35728014,-0.7457669,-0.37191513,0.8315295,-0.20427155
-0.20817384,0.41595724,-0.751874,-0.33289933,0.749342,-0.24125944
-0.18416092,0.3382625,-0.73193234,-0.36076078,0.758812,-0.22300614
-0.18187359,0.38124886,-0.7699557,-0.28258455,0.73734593,-0.25084442
-0.09510894,0.37641966,-0.77131176,-0.27139252,0.6358067,-0.16257617
-0.28834027,0.4580192,-0.77853227,-0.34592763,0.7581824,-0.23341547
-0.21627013,0.40866235,-0.74935573,-0.36347067,0.7747277,-0.3030845
-0.19381385,0.40319243,-0.76076317,-0.33605644,0.74093264,-0.2625721
-0.1905401,0.36324134,-0.72755873,-0.3213273,0.76697725,-0.21014908
-0.11605221,0.3808605,-0.70948356,-0.33218107,0.7324422,-0.23269683
-0.23118156,0.38474318,-0.7204931,-0.34406722,0.8054189,-0.25471413
-0.14404383,0.40123132,-0.7467247,-0.32522523,0.7253415,-0.27107945
-0.13470797,0.33255026,-0.6971534,-0.32611147,0.7503408,-0.18446183
-0.13762325,0.32106325,-0.71294695,-0.31130257,0.7582789,-0.21317555
-0.2189418,0.41551414,-0.7111418,-0.3479086,0.7899478,-0.23595561
-0.107200086,0.34864724,-0.7198856,-0.31779075,0.72541606,-0.22498475
-0.30267984,0.39033148,-0.77813315,-0.33026546,0.8047317,-0.268521
-0.16784194,0.37626377,-0.671799,-0.36256942,0.80797714,-0.27802163
-0.17774777,0.36453924,-0.6688774,-0.34523934,0.8024498,-0.20821097
-0.19336557,0.37175423,-0.7294733,-0.32792246,0.76402855,-0.2204211
-0.21660829,0.3639883,-0.7144464,-0.3255864,0.77440214,-0.1589567
-0.21528001,0.42482978,-0.73677915,-0.35650483,0.7457317,-0.21025205
-0.20697048,0.41527328,-0.78613853,-0.31786153,0.74482644,-0.3223768
-0.13077703,0.35763246,-0.7200459,-0.31153423,0.71280223,-0.16169122
-0.085604645,0.38188726,-0.72594416,-0.27624023,0.6364799,-0.09040901
-0.11478561,0.37588993,-0.72763705,-0.3255385,0.7416602,-0.31873792
-0.18923384,0.40256822,-0.6915969,-0.33232197,0.7834669,-0.2073244
-0.11583858,0.3921658,-0.75838083,-0.2714271,0.69042087,-0.22499363
-0.17288604,0.32102004,-0.7535057,-0.28726128,0.74458563,-0.20172137
-0.16566122,0.40225866,-0.7444887,-0.32191378,0.7260812,-0.22685143
-0.22610901,0.44051152,-0.7038013,-0.40922406,0.77749425,-0.24689707
-0.17390387,0.36823502,-0.6957988,-0.34980226,0.7813995,-0.22800994
-0.12683195,0.38776964,-0.7262322,-0.27873117,0.7359011,-0.232489
-0.26035848,0.38261342,-0.7396029,-0.33091944,0.7836933,-0.1818797
-0.08959561,0.3706642,-0.7520782,-0.24963196,0.673015,-0.18332608
-0.18888246,0.4181491,-0.69950163,-0.36167073,0.7074064,-0.10923138
-0.29883933,0.43325734,-0.76027095,-0.35916886,0.7996787,-0.26288208
-0.14823909,0.35834754,-0.70450413,-0.290797,0.7770812,-0.2417233
-0.24359488,0.36635873,-0.76290596,-0.34189925,0.78323793,-0.270454
-0.1755679,0.38313788,-0.7153197,-0.34820116,0.72496194,-0.14729756
-0.09646971,0.37980694,-0.70552176,-0.2800787,0.7357499,-0.23149152
-0.17652567,0.41112345,-0.74048275,-0.36114287,0.7620534,-0.3247127
-0.15985377,0.35119435,-0.6941904,-0.3076792,0.76741356,-0.1696798
-0.2778778,0.4616409,-0.76991546,-0.3567555,0.7647978,-0.25961208
-0.12165382,0.37302238,-0.74315083,-0.2994601,0.7062201,-0.21432735
-0.2408596,0.39518324,-0.72127444,-0.3791579,0.77129614,-0.19255668
-0.10730763,0.3588331,-0.6898639,-0.2984313,0.74358267,-0.18849218
-0.16993104,0.40904784,-0.745493,-0.36298972,0.7542454,-0.3288415
-0.20956299,0.4025006,-0.74551684,-0.32078314,0.7699618,-0.2563287
-0.18884312,0.44203788,-0.7445258,-0.36240208,0.7677363,-0.3460623
-0.16086546,0.39494157,-0.775579,-0.3131131,0.70023507,-0.24132846
-0.28452465,0.41625392,-0.77373135,-0.38540405,0.7739157,-0.2616248
-0.25687918,0.39665937,-0.78086334,-0.28564334,0.77513933,-0.25617233
-0.16259132,0.37396204,-0.7069148,-0.3338821,0.7570066,-0.20235702
-0.20482032,0.4292445,-0.79283065,-0.3112155,0.72903156,-0.30953068
-0.1696264,0.34978423,-0.7166887,-0.30754519,0.7486213,-0.15768003
-0.16135791,0.4162169,-0.70389545,-0.34921136,0.7328951,-0.18637115
-0.16367403,0.42614093,-0.7709356,-0.33255422,0.72155046,-0.3169769
-0.2163542,0.36763602,-0.67057776,-0.3520784,0.79060006,-0.13635874
-0.18946214,0.3296534,-0.70992464,-0.29571828,0.78636813,-0.18185
-0.270622,0.39678627,-0.778953,-0.3874741,0.7839483,-0.31314456
-0.23340116,0.38324675,-0.72773623,-0.37561202,0.79545116,-0.26639554
